Participante,Texto,Sentimiento,Palabras,Dia,Mes,Anio
CARLOS ENRIQUE RUIZ ABREU, Buenos días.,0.541333260777616,2,01,03,2019
CARLOS ENRIQUE RUIZ ABREU,Nosotros tenemos ante este acuerdo firmado el día de ayer por el presidente.,0.541333260777616,13,01,03,2019
CARLOS ENRIQUE RUIZ ABREU,Estamos obligados a recibir toda la documentación que nos manden las instituciones del Poder Ejecutivo Federal. Por eso está firmado por todos los secretarios de Estado.,0.541333260777616,26,01,03,2019
CARLOS ENRIQUE RUIZ ABREU,"El archivo obviamente que puede recibirlos sin ningún problema, vamos a llevar un proceso archivístico que no se tuvo en el pasado, digamos que tenemos 90 años de información en el archivo, de lo que ya explicó Zoé, pero esta información, la mayoría, está organizada de una manera prácticamente por policías, por gente que no tenía ninguna actividad en archivística.",0.541333260777616,60,01,03,2019
CARLOS ENRIQUE RUIZ ABREU,"Entonces, hay todavía cajas. De hecho, ellos mismos no sabían que había en esa documentación.",0.541333260777616,15,01,03,2019
CARLOS ENRIQUE RUIZ ABREU,"Tenemos que entonces aplicar a todos estos documentos un proceso archivístico que es identificar que hay ordenar, clasificar y describir para que todos los investigadores, todos los interesados puedan acceder fácilmente a lo que buscan.",0.541333260777616,35,01,03,2019
CARLOS ENRIQUE RUIZ ABREU,"En ese proceso, pues nosotros estaremos inmersos ante este acuerdo firmado por el presidente. Tenemos 28 días, prácticamente, para dar los lineamientos y 180 días para que nos coordinemos con todas las instituciones públicas para decirles cómo es que nos debe de transferir los documentos.",0.541333260777616,45,01,03,2019
CARLOS ENRIQUE RUIZ ABREU,"Quiero aclarar una cosa muy importante. Antes no se decía transferencias, el gobierno trasladaba información al archivo, disponían de que se depositara allí; por consecuencia, no tenían ninguna ordenación y nos la dejaron prácticamente en bruto.",0.541333260777616,36,01,03,2019
CARLOS ENRIQUE RUIZ ABREU,"Tenemos algunos de estos 90 años de información, algunos instrumentos de consulta, algunos ficheros; pero no toda la información está ordenada.",0.541333260777616,21,01,03,2019
CARLOS ENRIQUE RUIZ ABREU,"Quiero decirles que yo estuve encerrado en el Archivo General de la Nación en los años 80 y 90. Obviamente ya no como preso, porque ya había desaparecido en el 76 Lecumberri, la cárcel, como investigador, y durante 16 años, pues, estuve a cargo de la dirección del Archivo Histórico de la Ciudad de México, tengo 40 años de experiencia como historiador y como archivista me he dedicado a la organización de los papeles antiguos, de los expedientes, de nuestra memoria histórica del país.",0.541333260777616,84,01,03,2019
CARLOS ENRIQUE RUIZ ABREU,"Estamos comprometidos, entonces, este gobierno. Yo tengo la instrucción de que abramos todos los expedientes que se tengan que abrir, esta memoria debe ser conocida por todos, no podemos limitar el acceso a la información, es una instrucción y una convicción propia.",0.541333260777616,42,01,03,2019
CARLOS ENRIQUE RUIZ ABREU,"Entonces, queremos que nos ayuden a divulgar, a difundir este acuerdo. A partir del lunes el Archivo General de la Nación, bueno, ya tiene un mes, o dos meses, que nosotros estamos recibiendo muchas solicitudes de información pública de diferentes personajes y de diferentes eventos.",0.541333260777616,45,01,03,2019
CARLOS ENRIQUE RUIZ ABREU,"Quiero nada más por último decirles que el episodio que pasó en diciembre, yo tomo posesión el 1 de diciembre, y cuando llego, pues, como buen investigador, y además que conozco perfectamente el archivo lo empiezo a recorrer, y sucede que hay una parte que una de las galerías que no puedo entrar, entonces yo empiezo a investigar y digo: Bueno, yo soy el director de este archivo, cómo es que no puedo acceder a una parte de él, ¿no?",0.541333260777616,80,01,03,2019
CARLOS ENRIQUE RUIZ ABREU,"Entonces, pues me dicen: ‘Pues no, aquí solamente las llaves las tiene el personal del Cisen’.",0.541333260777616,16,01,03,2019
CARLOS ENRIQUE RUIZ ABREU,"Se fueron de vacaciones. Y en enero, yo informé a las autoridades, a los superiores, y les dije que teníamos que poner orden en el archivo, puesto que no podíamos permitir que se tuviera secuestrada prácticamente esa información.",0.541333260777616,38,01,03,2019
CARLOS ENRIQUE RUIZ ABREU,"Nos pusimos de acuerdo y nos entregaron las llaves de esa puerta secreta, y es lo que estamos abriendo al público a partir de hoy.",0.541333260777616,25,01,03,2019
CARLOS ENRIQUE RUIZ ABREU,"Esta fue un poco la historia de lo que pasó con el Cisen; pero, de todas maneras, como explicó Zoé, ya teníamos información en el archivo y el archivo está abierto.",0.541333260777616,31,01,03,2019
CARLOS ENRIQUE RUIZ ABREU,"Quiero decirles que no solamente con estos documentos del Cisen, de la DFS y de la Dirección General de Investigaciones Políticas y Sociales, que tenemos de estos 90 años de historia, no solamente el archivo estaba cerrado a esa información por mucho, sino que estaba prácticamente cerrado a todos los investigadores.",0.541333260777616,51,01,03,2019
CARLOS ENRIQUE RUIZ ABREU,"El Archivo General de la Nación estaba recibiendo 20, 25 investigadores diarios, cuando en otras épocas, cuando yo estaba como investigador, habían 100, 150, 200 investigadores, habíamos diarios.",0.541333260777616,28,01,03,2019
CARLOS ENRIQUE RUIZ ABREU,"Entonces, tenemos que cambiar esa visión, esa política de cerrar el acceso a la información, cerrar la memoria del país, que nos pertenece a todos, abrirla. Y en eso estamos comprometidos.",0.541333260777616,31,01,03,2019
CARLOS ENRIQUE RUIZ ABREU,Gracias.,0.541333260777616,1,01,03,2019
CARLOS ENRIQUE RUIZ ABREU, Sí.,0.541333260777616,1,01,03,2019
CARLOS ENRIQUE RUIZ ABREU,"Estamos, precisamente trabajando en este, estamos ya construyendo este proyecto para que se haga lo más antes posible. De hecho, ya empezamos.",0.541333260777616,22,01,03,2019
CARLOS ENRIQUE RUIZ ABREU,Yo desde que recibí el archivo me di cuenta de todos los problemas de organización que tiene esta documentación y otra.,0.541333260777616,21,01,03,2019
CARLOS ENRIQUE RUIZ ABREU,"Sí es importante. La documentación no está sistematizada. Me gustaría que les quedara claro que esta documentación fue organizada entre comillas por policías, por gente que no tenía ningún criterio archivístico, por lo mismo, pues sí, hay unos ficheros, sí los hay y hay algún otro instrumento de consulta que se hizo, yo recuerdo en los años 90, se hizo un inventario de la documentación; pero no de toda.",0.541333260777616,69,01,03,2019
CARLOS ENRIQUE RUIZ ABREU,"Entonces, todavía nosotros tenemos que hacer esta sistematización, esta organización, esta clasificación y descripción para tenerlo.",0.541333260777616,16,01,03,2019
CARLOS ENRIQUE RUIZ ABREU,"Nos comprometemos a tenerlo lo más antes posible, lleva su tiempo, no sé, un año, dos años y necesitamos obviamente los recursos humanos y especializados para poder llevar a cabo este proceso.",0.541333260777616,32,01,03,2019
CARLOS ENRIQUE RUIZ ABREU,"Pero otra cosa de las que pregunto el compañero. El Estado no va a investigar, porque caeríamos, yo creo, en lo mismo de esta documentación que está ahí.",0.541333260777616,28,01,03,2019
CARLOS ENRIQUE RUIZ ABREU,"El Estado no. Nosotros no nos vamos a poner a investigar sobre los personajes que ahí aparecen, sobre los movimientos. No. Eso les corresponde a ustedes periodistas, a ustedes investigadores, público en general.",0.541333260777616,33,01,03,2019
CARLOS ENRIQUE RUIZ ABREU,"Perdón, pero debemos de ser muy claros, porque la documentación sí, es cierto, es delicada, pero nosotros lo que queremos es abrirla, y abrirla lo más antes posible.",0.541333260777616,28,01,03,2019
CARLOS ENRIQUE RUIZ ABREU," No, a ver. El archivo se encarga, mi responsabilidad es de organizar los materiales, clasificarlos, digitalizarlos en su momento, y para difundirlos, no podemos nosotros entrar en un terreno de investigación porque no somos, como dice el presidente, no somos policías y tenemos que tener mucho cuidado con esa información.",0.541333260777616,50,01,03,2019
CARLOS ENRIQUE RUIZ ABREU,"El acceso es para ustedes, nosotros tenemos que darle el acceso pronto y expedito, esa es nuestra responsabilidad; pero una cosa es nuestra responsabilidad de organizar los documentos y tenerlos clasificados y bien ordenados; y otra cosa es que nosotros, el Estado, se meta a ese mundo, que además es un mundo de papeles, de documentos, de información, a investigar, porque creo que no es el papel.",0.541333260777616,67,01,03,2019
CARLOS ENRIQUE RUIZ ABREU," Nosotros estamos haciendo un diagnóstico, todavía no lo podemos decir exacto, creemos que la documentación está intacta, no se llevaron nada, al menos es hasta ahorita el recuento que hemos hecho.",0.541333260777616,31,01,03,2019
CARLOS ENRIQUE RUIZ ABREU,"De todas maneras, en este proceso de organización que estamos haciendo en el archivo pronto sabremos qué tanto pudieron extraerse documentos; pero parece ser que no, por eso la resguardaban, no tenía caso que ellos mismos sacaran documentación que ellos tenían resguardada, no es el caso.",0.541333260777616,46,01,03,2019
CARLOS ENRIQUE RUIZ ABREU,"Entonces, yo creo que está en este momento toda la documentación, son miles, miles de expedientes, miles de cajas.",0.541333260777616,19,01,03,2019
CARLOS ENRIQUE RUIZ ABREU,"Y nosotros el proceso que llevamos archivístico, eso sí, nos llevará muy poco tiempo saber cómo está la documentación, porque se está numerando y se está de acuerdo a un inventario que se había hecho de una parte de esta documentación sí podremos saber.",0.541333260777616,44,01,03,2019
CARLOS ENRIQUE RUIZ ABREU," Este acuerdo, precisamente se los dije, el presidente que acaba de firmar ayer el presidente, es un acuerdo para todas las instituciones, y va incluida Marina, Sedena, todas las instituciones, todos aquellos documentos que tengan que ver sobre estos movimientos, sobre estos problemas políticos y sociales serán esos, precisamente, el centro de este acuerdo que transfieran al Archivo General de la Nación, siempre y cuando si ellos, yo no voy a recibir en el archivo un solo documento que no esté ordenado, porque no vamos a caer en los errores del pasado.",0.541333260777616,92,01,03,2019
CARLOS ENRIQUE RUIZ ABREU,¿Está bien?,0.541333260777616,2,01,03,2019
CARLOS ENRIQUE RUIZ ABREU,"No podemos nosotros aceptar que ellos nos den información, porque ahí sí puede venir, incluso, la que nos quieran dar, si no nosotros tenemos ahí. El archivo tiene personal capacitado para ir a la institución y hacer un diagnóstico junto con ellos para que sea transferida esa documentación.",0.541333260777616,48,01,03,2019
