Participante,Texto,Sentimiento,Palabras,Dia,Mes,Anio
PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,  Buenos días.,0.32823650481604266,2,29,6,2020
PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Vamos a informar. Estamos iniciando la semana, esperemos que sea una buena semana. La que pasó fue compleja; sin embargo, aquí estamos y seguimos adelante, ni un paso atrás, ni siquiera para tomar impulso.",0.32823650481604266,34,29,6,2020
PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Tenemos que lograr entre todos los mexicanos la trasformación del país y a pesar de los pesares vamos hacia adelante con el apoyo de la gente, con el apoyo de los ciudadanos, con el apoyo de todos, de la inmensa mayoría de los mexicanos.",0.32823650481604266,44,29,6,2020
PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"De esto vamos a informar pasado mañana, miércoles, que vamos a cumplir dos años del triunfo democrático, del triunfo que se logró con la participación de millones de mexicanos, vamos a rendir cuentas el miércoles por la tarde, cuidando nada más la sana distancia, no se puede hacer de otra forma. Va a ser aquí, en Palacio, en uno de los patios del Palacio Nacional.",0.32823650481604266,65,29,6,2020
PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,El día de hoy vamos a escuchar a Ricardo Sheffield que desde hace… ¿cuánto tiempo?,0.32823650481604266,15,29,6,2020
PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"  Aquí, en…",0.32823650481604266,2,29,6,2020
PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR," En la mañanera, un año y siete meses, todos los lunes en el Quién es Quién en los precios de los combustibles. Entonces, vamos.",0.32823650481604266,24,29,6,2020
PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR," Sería bueno que, como lo hicimos ya en una ocasión, también se otorgaran reconocimientos a los buenos concesionarios. Sí, vamos a hacer este reconocimiento para que vengan aquí, los invitamos, que pongan en sus expendios el reconocimiento por estar actuando con rectitud, vendiendo completa la gasolina, litros de a litro y buen precio. A ver cómo lo organizas y lo vemos.",0.32823650481604266,61,29,6,2020
PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Con tiempo, puede ser que…",0.32823650481604266,5,29,6,2020
PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR," Sí, no el próximo lunes, para que hagas la evaluación. Lo mismo en el caso del gas, de cilindros sobre todo, en particular, que es el que consume más la gente humilde.",0.32823650481604266,32,29,6,2020
PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR," De acuerdo. Muy bien, Ricardo.",0.32823650481604266,5,29,6,2020
PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Vamos a abrir. Ah, ustedes también tienen ganas. Vamos con el avance de obra en el aeropuerto y con el avance de obra en la refinería.",0.32823650481604266,26,29,6,2020
PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR," Adelante, ahora sí.",0.32823650481604266,3,29,6,2020
PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR," Pero a ver, la pregunta.",0.32823650481604266,5,29,6,2020
PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR," De acuerdo, pero ¿siguen cobrando doble?",0.32823650481604266,6,29,6,2020
PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR," Les quitaron una plaza, pero no se sancionó pues, a los responsables.",0.32823650481604266,12,29,6,2020
PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR," De acuerdo, entonces vamos a pedirle al director de Pemex que nos informe.",0.32823650481604266,13,29,6,2020
PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR," De acuerdo, lo tomamos en cuenta. Es buena tu observación, el que se siga haciendo conciencia del cuidado del medio ambiente, que no se abandone esa campaña.",0.32823650481604266,27,29,6,2020
PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR," De acuerdo, lo vemos también con el director del Infonavit, que están ellos aquí por la tarde, vienen dos, tres veces por semana a informar de 5:00 a 6:00, o vienen con los créditos de 6:00 a 7:00, mañana. Entonces, le pedimos que informen sobre eso.",0.32823650481604266,46,29,6,2020
PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,También aprovecho para informar a todos y también a los servidores públicos que el miércoles no va a haber los informes de 5:00 a 7:00 porque va a ser el informe que vamos a rendir de los dos años.,0.32823650481604266,39,29,6,2020
PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Entonces, sí, como siempre, de manera invariable el informe de 7:00 a 8:00 del doctor Hugo López-Gatell, ese sí, y la mañanera también, la mañanera también; sólo este espacio de 5:00 a 7:00, porque todavía no se define bien la hora, pero va a ser en ese tiempo, de 5:00 a 7:00, el informe que voy a rendir el miércoles.",0.32823650481604266,60,29,6,2020
PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Muy bien. A ver, Isabel.",0.32823650481604266,5,29,6,2020
PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR," Bueno, en el primer tema sí voy a viajar a Estados Unidos, creo que hoy se va a definir el día.",0.32823650481604266,21,29,6,2020
PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"El motivo es el participar en la entrada en vigor del Tratado de Libre Comercio, ese es el motivo principal, el motivo del viaje. Voy a tener un encuentro con el presidente Donald Trump para celebrar el que se logró este acuerdo y que nos va a significar a las tres naciones, a Canadá, a Estados Unidos y a México, el trabajar en una de las regiones, si no es que en la región más importante del mundo en términos de comercio, en términos económicos, es el mercado más fuerte del mundo.",0.32823650481604266,92,29,6,2020
PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Esto para México va a significar inversión, es decir, va a seguir llegando inversión foránea, inversión extranjera, se reactiva la economía, se generan empleos y hay bienestar en el país. Por eso es muy importante el que entre en vigor el tratado.",0.32823650481604266,42,29,6,2020
